PLAYER_NAME,PLAYER_ID,ab3c attempt,ab3lc attempt,ab3rc attempt,paint attempt,lc3 attempt,mrc attempt,mrlc attempt,mrl attempt,mrrc attempt,mrr attempt,ra attempt,rc3 attempt,ab3c pct,ab3lc pct,ab3rc pct,paint pct,lc3 pct,mrc pct,mrlc pct,mrl pct,mrrc pct,mrr pct,ra pct,rc3 pct,total_attempts,Salary,Pos,Ht,Wt,Exp,Birth Date,Ht_in
Jimmy Butler,202710,11,28,47,182,7,18,10,37,24,78,291,20,0.09090909090909091,0.25,0.3191489361702128,0.4230769230769231,0.2857142857142857,0.3333333333333333,0.3,0.32432432432432434,0.08333333333333333,0.38461538461538464,0.6391752577319587,0.2,758,32742000,SF,6-7,230,8,"September 14, 1989",79
Joe Harris,203925,107,104,122,73,37,20,5,9,8,9,254,36,0.29906542056074764,0.4807692307692308,0.4262295081967213,0.3561643835616438,0.6756756756756757,0.5,0.2,0.1111111111111111,0.625,0.5555555555555556,0.6338582677165354,0.3611111111111111,784,7666667,SF,6-6,220,5,"September 6, 1991",78
Jonas Valanciunas,202685,36,27,13,243,5,7,7,23,4,14,350,9,0.4166666666666667,0.3333333333333333,0.38461538461538464,0.5308641975308642,0.4,0.2857142857142857,0.8571428571428571,0.30434782608695654,0.25,0.14285714285714285,0.7228571428571429,0.1111111111111111,739,16000000,C,6-11,265,7,"May 6, 1992",83
Jonathan Isaac,1628371,21,29,19,42,18,11,11,20,6,16,132,7,0.19047619047619047,0.3448275862068966,0.3684210526315789,0.40476190476190477,0.4444444444444444,0.2727272727272727,0.2727272727272727,0.4,0.3333333333333333,0.4375,0.6363636363636364,0.42857142857142855,332,5806440,PF,6-11,230,2,"October 3, 1997",83
Jordan Clarkson,203903,76,130,102,191,57,7,8,19,4,22,203,47,0.4473684210526316,0.34615384615384615,0.30392156862745096,0.4607329842931937,0.45614035087719296,0,0.25,0.42105263157894735,0.5,0.3181818181818182,0.6650246305418719,0.3404255319148936,867,13437500,SG,6-4,194,5,"June 7, 1992",76
Jordan McRae,203895,16,43,41,62,19,22,14,20,17,16,89,5,0.375,0.18604651162790697,0.4878048780487805,0.3387096774193548,0.5263157894736842,0.36363636363636365,0.2857142857142857,0.4,0.47058823529411764,0.25,0.5730337078651685,0.2,366,1254933,SG,6-5,179,3,"March 28, 1991",77
Jordan Poole,1629673,59,62,105,57,22,25,21,14,28,11,81,15,0.15254237288135594,0.2903225806451613,0.3333333333333333,0.3508771929824561,0.2727272727272727,0.32,0.38095238095238093,0.5,0.2857142857142857,0.2727272727272727,0.48148148148148145,0.4,502,1964760,SG,6-4,194,0,"June 19, 1999",76
Josh Richardson,1626196,61,96,58,128,22,50,26,26,33,15,119,12,0.32786885245901637,0.3125,0.39655172413793105,0.3828125,0.36363636363636365,0.44,0.7692307692307693,0.19230769230769232,0.5151515151515151,0.5333333333333333,0.6050420168067226,0.3333333333333333,646,10116576,SG,6-5,200,4,"September 15, 1993",77
Jrue Holiday,201950,62,113,112,190,33,10,11,24,12,18,395,24,0.3548387096774194,0.37168141592920356,0.30357142857142855,0.4052631578947368,0.3939393939393939,0.1,0.18181818181818182,0.5,0.3333333333333333,0.3333333333333333,0.5924050632911393,0.4583333333333333,1006,26131111,SG,6-3,205,10,"June 12, 1990",75
Julius Randle,203944,57,69,62,221,26,47,22,20,16,37,414,15,0.14035087719298245,0.3188405797101449,0.2903225806451613,0.4343891402714932,0.3076923076923077,0.3617021276595745,0.5,0.45,0.1875,0.43243243243243246,0.5990338164251208,0.4666666666666667,1006,18000000,PF,6-8,250,5,"November 29, 1994",80
Justin Holiday,203200,44,86,64,20,67,9,11,6,6,15,89,66,0.29545454545454547,0.5,0.359375,0.2,0.3283582089552239,0.5555555555555556,0.45454545454545453,0.5,0.3333333333333333,0.4,0.5617977528089888,0.48484848484848486,486,4767000,SF,6-6,180,6,"April 5, 1989",78
Kawhi Leonard,202695,106,69,129,257,10,50,41,70,65,100,226,10,0.39622641509433965,0.37681159420289856,0.3488372093023256,0.4785992217898833,0.5,0.48,0.4146341463414634,0.4,0.4153846153846154,0.44,0.6504424778761062,0.4,1133,32742000,SF,6-7,225,8,"June 29, 1991",79
Kemba Walker,202689,140,125,175,93,18,38,14,9,36,18,208,9,0.39285714285714285,0.4,0.3657142857142857,0.26881720430107525,0.3888888888888889,0.5263157894736842,0.5,0.3333333333333333,0.4722222222222222,0.6111111111111112,0.5528846153846154,0.3333333333333333,889,32742000,PG,6-0,184,8,"May 8, 1990",72
Kendrick Nunn,1629134,88,103,105,135,58,49,30,57,14,24,214,34,0.42045454545454547,0.3106796116504854,0.3619047619047619,0.4074074074074074,0.3275862068965517,0.40816326530612246,0.5,0.543859649122807,0.42857142857142855,0.375,0.5981308411214953,0.3235294117647059,914,1416852,PG,6-2,190,0,"August 3, 1995",74
Kent Bazemore,203145,19,52,54,55,54,15,9,13,10,17,172,59,0.3157894736842105,0.40384615384615385,0.37037037037037035,0.34545454545454546,0.2962962962962963,0.3333333333333333,0.3333333333333333,0.15384615384615385,0.3,0.29411764705882354,0.46511627906976744,0.3389830508474576,534,19269663,SF,6-4,195,7,"July 1, 1989",76
Kentavious Caldwell-Pope,203484,15,52,73,35,48,19,11,12,19,26,147,49,0.2,0.38461538461538464,0.410958904109589,0.37142857142857144,0.4166666666666667,0.42105263157894735,0.2727272727272727,0.5,0.47368421052631576,0.46153846153846156,0.6462585034013606,0.3673469387755102,507,8139282,SG,6-5,204,6,"February 18, 1993",77
Kevin Huerter,1628989,59,81,132,104,31,23,10,14,12,16,97,30,0.23728813559322035,0.43209876543209874,0.38636363636363635,0.4326923076923077,0.5161290322580645,0.34782608695652173,0.4,0.42857142857142855,0.4166666666666667,0.125,0.5670103092783505,0.36666666666666664,610,2636280,SG,6-7,190,1,"August 27, 1998",79
Kevin Love,201567,90,142,98,69,43,11,22,71,11,35,118,17,0.3,0.38028169014084506,0.37755102040816324,0.4927536231884058,0.46511627906976744,0.36363636363636365,0.45454545454545453,0.5915492957746479,0.45454545454545453,0.4857142857142857,0.5847457627118644,0.47058823529411764,727,28942830,PF,6-8,251,11,"September 7, 1988",80
Khris Middleton,203114,110,99,89,157,24,75,38,66,42,77,138,30,0.4,0.45454545454545453,0.3595505617977528,0.4968152866242038,0.5416666666666666,0.5066666666666667,0.5,0.5454545454545454,0.5476190476190477,0.5324675324675324,0.644927536231884,0.43333333333333335,947,30603448,SF,6-7,222,7,"August 12, 1991",79
Kristaps Porzingis,204001,163,116,103,138,8,24,19,73,18,60,197,11,0.3619631901840491,0.3448275862068966,0.3592233009708738,0.34057971014492755,0.125,0.5,0.42105263157894735,0.3835616438356164,0.4444444444444444,0.3,0.6852791878172588,0.45454545454545453,932,27285000,C,7-3,240,3,"August 2, 1995",87
Ky Bowman,1629065,28,26,25,61,17,15,7,16,14,21,80,10,0.32142857142857145,0.19230769230769232,0.28,0.3442622950819672,0.5882352941176471,0.4,0.42857142857142855,0.25,0.42857142857142855,0.5714285714285714,0.6125,0.2,321,350189,PG,6-1,187,0,"June 16, 1997",73
Kyle Anderson,203937,14,13,10,96,27,9,5,16,10,10,99,20,0.21428571428571427,0.46153846153846156,0.2,0.4791666666666667,0.3333333333333333,0.1111111111111111,0.6,0.5,0.6,0.6,0.6363636363636364,0.2,331,9073050,SF,6-9,230,5,"September 20, 1993",81
Kyle Kuzma,1628398,59,62,82,138,33,24,15,15,13,29,162,32,0.2033898305084746,0.20967741935483872,0.32926829268292684,0.39855072463768115,0.45454545454545453,0.2916666666666667,0.26666666666666666,0.5333333333333333,0.38461538461538464,0.27586206896551724,0.7283950617283951,0.59375,668,1974600,PF,6-10,221,2,"July 24, 1995",82
Kyle Lowry,200768,150,154,113,67,27,27,18,17,6,9,193,16,0.35333333333333333,0.36363636363636365,0.37168141592920356,0.40298507462686567,0.4074074074074074,0.5555555555555556,0.16666666666666666,0.29411764705882354,0.3333333333333333,0.4444444444444444,0.5906735751295337,0.125,803,33296296,PG,6-0,196,13,"March 25, 1986",72
Kyrie Irving,202681,32,32,62,95,5,22,5,14,17,26,95,10,0.40625,0.375,0.3709677419354839,0.45263157894736844,0.6,0.4090909090909091,0.2,0.6428571428571429,0.47058823529411764,0.4230769230769231,0.6526315789473685,0.5,416,31742000,PG,6-2,195,8,"March 23, 1992",74
LaMarcus Aldridge,200746,49,46,32,99,21,70,54,147,28,53,185,8,0.3673469387755102,0.3695652173913043,0.46875,0.4444444444444444,0.47619047619047616,0.44285714285714284,0.42592592592592593,0.47619047619047616,0.39285714285714285,0.4339622641509434,0.6918918918918919,0.125,793,26000000,C,6-11,250,13,"July 19, 1985",83
Langston Galloway,204038,34,83,81,77,60,8,5,10,10,28,74,71,0.2647058823529412,0.3253012048192771,0.3333333333333333,0.4025974025974026,0.6333333333333333,0.125,0.8,0.4,0.5,0.42857142857142855,0.6351351351351351,0.43661971830985913,542,7333333,SG,6-1,200,5,"December 9, 1991",73
LeBron James,2544,124,181,91,127,11,29,42,67,27,33,553,17,0.3467741935483871,0.3259668508287293,0.37362637362637363,0.36220472440944884,0.5454545454545454,0.3793103448275862,0.35714285714285715,0.3283582089552239,0.37037037037037035,0.30303030303030304,0.6871609403254972,0.4117647058823529,1303,37436858,PG,6-9,250,16,"December 30, 1984",81
Lonzo Ball,1628366,51,155,94,51,46,20,12,18,19,7,166,46,0.45098039215686275,0.36774193548387096,0.3617021276595745,0.23529411764705882,0.32608695652173914,0.25,0.4166666666666667,0.3888888888888889,0.21052631578947367,0,0.5843373493975904,0.391304347826087,687,8719320,PG,6-6,190,2,"October 27, 1997",78
Luke Kennard,1628379,28,58,60,54,13,22,5,10,13,8,49,22,0.35714285714285715,0.43103448275862066,0.4,0.3888888888888889,0.46153846153846156,0.5,0.4,0.5,0.23076923076923078,0.5,0.673469387755102,0.3181818181818182,342,3827160,SG,6-5,206,2,"June 24, 1996",77
Malcolm Brogdon,1627763,55,67,87,72,6,39,28,23,58,29,265,15,0.2727272727272727,0.373134328358209,0.3333333333333333,0.3888888888888889,0,0.4358974358974359,0.39285714285714285,0.6086956521739131,0.5517241379310345,0.4827586206896552,0.5094339622641509,0.4,744,20000000,PG,6-5,229,3,"December 11, 1992",77
Malik Beasley,1627736,68,77,72,74,33,15,9,19,6,18,117,25,0.36764705882352944,0.42857142857142855,0.3333333333333333,0.28378378378378377,0.45454545454545453,0.4,0.2222222222222222,0.42105263157894735,0.3333333333333333,0.6666666666666666,0.5897435897435898,0.4,534,2731713,SG,6-4,187,3,"November 26, 1996",76
Marco Belinelli,201158,54,41,42,19,18,22,15,10,29,12,29,23,0.3888888888888889,0.4146341463414634,0.2619047619047619,0.21052631578947367,0.3333333333333333,0.45454545454545453,0.4,0.6,0.2413793103448276,0.4166666666666667,0.6206896551724138,0.5217391304347826,314,5846154,SG,6-5,220,12,"March 25, 1986",77
Marcus Smart,203935,76,138,113,134,44,20,6,9,11,11,95,19,0.32894736842105265,0.41304347826086957,0.3008849557522124,0.43283582089552236,0.36363636363636365,0.4,0.3333333333333333,0.1111111111111111,0.2727272727272727,0.18181818181818182,0.47368421052631576,0.2631578947368421,682,12553571,SG,6-3,220,5,"March 6, 1994",75
Markelle Fultz,1628365,26,46,34,155,15,27,25,38,26,57,309,5,0.38461538461538464,0.30434782608695654,0.14705882352941177,0.38064516129032255,0.26666666666666666,0.4074074074074074,0.52,0.39473684210526316,0.5384615384615384,0.3333333333333333,0.6213592233009708,0.4,772,9745200,PG,6-3,209,2,"May 29, 1998",75
Matt Thomas,1629744,28,23,22,8,14,8,6,8,4,7,11,11,0.35714285714285715,0.4782608695652174,0.5454545454545454,0.5,0.5714285714285714,0.75,0.6666666666666666,0.375,0.75,0.42857142857142855,0.36363636363636365,0.45454545454545453,150,898310,SG,6-4,190,0,"August 4, 1994",76
Mike Conley,201144,41,58,94,149,23,12,14,10,14,16,96,35,0.3170731707317073,0.3793103448275862,0.35106382978723405,0.348993288590604,0.5217391304347826,0.4166666666666667,0.42857142857142855,0.6,0.42857142857142855,0.375,0.5729166666666666,0.42857142857142855,567,32511623,PG,6-1,175,12,"October 11, 1987",73
Monte Morris,1628420,26,39,41,132,40,27,17,21,32,33,132,26,0.38461538461538464,0.28205128205128205,0.3902439024390244,0.3560606060606061,0.4,0.48148148148148145,0.5294117647058824,0.38095238095238093,0.59375,0.3939393939393939,0.6515151515151515,0.46153846153846156,566,1588231,PG,6-2,183,2,"June 27, 1995",74
Myles Turner,1626167,82,67,62,77,18,30,9,38,10,19,154,20,0.3902439024390244,0.3582089552238806,0.27419354838709675,0.5194805194805194,0.2777777777777778,0.3333333333333333,0.2222222222222222,0.42105263157894735,0.5,0.47368421052631576,0.6493506493506493,0.4,587,18000000,C,6-11,250,4,"March 24, 1996",83
Nikola Jokic,203999,112,72,57,278,6,52,14,75,32,55,309,5,0.30357142857142855,0.3333333333333333,0.2807017543859649,0.6007194244604317,0.6666666666666666,0.3269230769230769,0.5714285714285714,0.56,0.40625,0.43636363636363634,0.6925566343042071,0.4,1071,27504630,C,6-11,284,4,"February 19, 1995",83
Nikola Vucevic,202696,126,106,46,271,5,31,24,50,23,47,298,6,0.3412698412698413,0.33962264150943394,0.2608695652173913,0.4797047970479705,0.6,0.3870967741935484,0.3333333333333333,0.44,0.43478260869565216,0.44680851063829785,0.6442953020134228,0.6666666666666666,1033,28000000,C,6-10,260,8,"October 24, 1990",82
Pascal Siakam,1627783,71,107,101,209,45,25,19,48,31,30,377,41,0.30985915492957744,0.3644859813084112,0.37623762376237624,0.37799043062200954,0.3333333333333333,0.44,0.21052631578947367,0.3541666666666667,0.25806451612903225,0.26666666666666666,0.6419098143236074,0.4146341463414634,1104,2351838,PF,6-9,230,3,"April 2, 1994",81
Paul George,202331,92,104,110,95,34,32,17,34,38,43,142,39,0.42391304347826086,0.3173076923076923,0.4090909090909091,0.4105263157894737,0.5588235294117647,0.375,0.29411764705882354,0.35294117647058826,0.39473684210526316,0.3953488372093023,0.6056338028169014,0.5384615384615384,782,33005556,SF,6-8,220,9,"May 2, 1990",80
Quinn Cook,1626188,14,18,31,33,14,12,12,8,12,6,46,8,0.5,0.2777777777777778,0.25806451612903225,0.3333333333333333,0.6428571428571429,0.4166666666666667,0.5,0.75,0.3333333333333333,0.3333333333333333,0.5652173913043478,0.25,214,3000000,PG,6-1,180,3,"March 23, 1993",73
Ricky Rubio,201937,28,81,47,101,41,29,44,72,27,18,186,18,0.35714285714285715,0.345679012345679,0.3404255319148936,0.31683168316831684,0.4634146341463415,0.4482758620689655,0.3409090909090909,0.4444444444444444,0.4074074074074074,0.5,0.5268817204301075,0.2222222222222222,692,16200000,PG,6-2,190,8,"October 21, 1990",74
RJ Barrett,1629628,35,44,51,123,41,25,8,15,16,21,322,25,0.2857142857142857,0.29545454545454547,0.3137254901960784,0.2764227642276423,0.36585365853658536,0.24,0.25,0.3333333333333333,0.3125,0.23809523809523808,0.5341614906832298,0.36,727,7839960,SG,6-6,214,0,"June 14, 2000",78
Rudy Gay,200752,36,55,66,112,28,32,15,48,19,41,109,34,0.2777777777777778,0.32727272727272727,0.4090909090909091,0.4017857142857143,0.2857142857142857,0.5625,0.4666666666666667,0.4583333333333333,0.3684210526315789,0.4634146341463415,0.6788990825688074,0.3235294117647059,596,14500000,PF,6-8,250,13,"August 17, 1986",80
Rui Hachimura,1629060,7,31,21,98,12,37,26,23,16,35,224,12,0.2857142857142857,0.25806451612903225,0.3333333333333333,0.3163265306122449,0.3333333333333333,0.4594594594594595,0.5,0.34782608695652173,0.375,0.3142857142857143,0.6383928571428571,0.3333333333333333,545,4469160,PF,6-8,230,0,"February 8, 1998",80
Russell Westbrook,201566,24,74,69,172,30,58,55,83,51,50,599,15,0.20833333333333334,0.20270270270270271,0.34782608695652173,0.37209302325581395,0.2,0.39655172413793105,0.38181818181818183,0.42168674698795183,0.37254901960784315,0.46,0.6076794657762938,0.26666666666666666,1281,38506482,PG,6-3,200,11,"November 12, 1988",75
Serge Ibaka,201586,55,53,54,174,9,31,20,28,28,19,188,11,0.4,0.41509433962264153,0.3888888888888889,0.46551724137931033,0.3333333333333333,0.3225806451612903,0.45,0.39285714285714285,0.42857142857142855,0.631578947368421,0.7340425531914894,0.18181818181818182,670,23271604,C,6-10,235,10,"September 18, 1989",82
Seth Curry,203552,48,103,104,85,26,13,16,19,23,37,62,37,0.3333333333333333,0.4563106796116505,0.5096153846153846,0.4588235294117647,0.4230769230769231,0.6153846153846154,0.5625,0.3684210526315789,0.5217391304347826,0.6216216216216216,0.6612903225806451,0.4864864864864865,574,7461380,SG,6-2,185,5,"August 23, 1990",74
Shabazz Napier,203894,54,110,49,49,19,22,13,7,10,5,110,8,0.3148148148148148,0.34545454545454546,0.3469387755102041,0.24489795918367346,0.15789473684210525,0.45454545454545453,0.38461538461538464,0.2857142857142857,0.7,0.4,0.6727272727272727,0.125,456,1845301,PG,6-0,175,5,"July 14, 1991",72
Shai Gilgeous-Alexander,1628983,41,93,83,261,22,35,27,38,17,21,365,12,0.43902439024390244,0.3333333333333333,0.2891566265060241,0.44061302681992337,0.36363636363636365,0.5714285714285714,0.37037037037037035,0.47368421052631576,0.5294117647058824,0.42857142857142855,0.5753424657534246,0.5,1015,3952920,SG,6-6,180,1,"July 12, 1998",78
Spencer Dinwiddie,203915,92,126,116,174,17,12,6,23,10,26,371,43,0.29347826086956524,0.30952380952380953,0.33620689655172414,0.3160919540229885,0.35294117647058826,0.25,0.3333333333333333,0.2608695652173913,0.4,0.3076923076923077,0.601078167115903,0.27906976744186046,1021,10605600,PG,6-5,215,5,"April 6, 1993",77
Taurean Prince,1627752,74,110,104,83,77,13,9,22,7,18,158,60,0.3918918918918919,0.3090909090909091,0.3557692307692308,0.3614457831325301,0.2597402597402597,0.5384615384615384,0.2222222222222222,0.2727272727272727,0.2857142857142857,0.3333333333333333,0.5126582278481012,0.4,739,3481985,PF,6-7,218,3,"March 22, 1994",79
Terrence Ross,203082,117,150,182,79,36,55,17,27,55,22,89,12,0.3418803418803419,0.34,0.35714285714285715,0.4430379746835443,0.4166666666666667,0.509090909090909,0.17647058823529413,0.37037037037037035,0.43636363636363634,0.22727272727272727,0.6741573033707865,0.4166666666666667,846,12500000,SG,6-6,206,7,"February 5, 1991",78
Terry Rozier,1626179,75,136,125,167,54,35,17,20,15,21,243,33,0.26666666666666666,0.4264705882352941,0.456,0.3532934131736527,0.42592592592592593,0.34285714285714286,0.4117647058823529,0.4,0.4666666666666667,0.38095238095238093,0.51440329218107,0.42424242424242425,941,19894737,PG,6-1,190,4,"March 17, 1994",73
Thomas Bryant,1628418,33,18,30,42,5,22,15,19,14,24,191,5,0.48484848484848486,0.3888888888888889,0.3333333333333333,0.4523809523809524,0.4,0.3181818181818182,0.4666666666666667,0.5263157894736842,0.5714285714285714,0.4166666666666667,0.7591623036649214,0.4,418,8000000,C,6-10,248,2,"July 31, 1997",82
Tobias Harris,202699,78,109,100,273,36,44,40,70,32,39,318,34,0.3717948717948718,0.3761467889908257,0.3,0.5238095238095238,0.5,0.36363636363636365,0.375,0.2857142857142857,0.375,0.38461538461538464,0.6320754716981132,0.38235294117647056,1173,32742000,PF,6-8,226,8,"July 15, 1992",80
Tomas Satoransky,203107,35,56,48,124,35,9,4,8,8,15,184,25,0.3142857142857143,0.3392857142857143,0.22916666666666666,0.43548387096774194,0.4,0.5555555555555556,0.25,0.25,0.25,0.3333333333333333,0.5652173913043478,0.36,551,10000000,SG,6-7,210,3,"October 30, 1991",79
Trae Young,1629027,245,146,155,307,6,47,10,16,17,19,265,15,0.34285714285714286,0.3698630136986301,0.3419354838709677,0.4495114006514658,0.6666666666666666,0.5106382978723404,0.2,0.1875,0.5294117647058824,0.5263157894736842,0.5849056603773585,0.6,1249,6273000,PG,6-1,180,1,"September 19, 1998",73
Trey Burke,203504,15,24,17,20,8,15,5,11,15,9,59,9,0.4,0.375,0.5294117647058824,0.45,0.5,0.4666666666666667,0.2,0.5454545454545454,0.26666666666666666,0.5555555555555556,0.5084745762711864,0.4444444444444444,209,229220,PG,6-0,185,6,"November 12, 1992",72
Trey Lyles,1626168,31,47,40,40,24,10,4,8,7,11,95,26,0.3225806451612903,0.3829787234042553,0.35,0.375,0.4166666666666667,0.6,0,0.375,0.2857142857142857,0.2727272727272727,0.6210526315789474,0.5,343,5500000,PF,6-9,234,4,"November 5, 1995",81
Tyler Herro,1629639,73,82,90,67,22,41,31,46,18,29,101,29,0.3561643835616438,0.4146341463414634,0.36666666666666664,0.47761194029850745,0.4090909090909091,0.43902439024390244,0.3870967741935484,0.30434782608695654,0.3888888888888889,0.4827586206896552,0.5643564356435643,0.4827586206896552,631,3640200,SG,6-5,195,0,"January 20, 2000",77
Tyler Johnson,204020,22,38,40,27,10,18,9,16,10,10,41,8,0.36363636363636365,0.34210526315789475,0.25,0.2962962962962963,0.3,0.2777777777777778,0.6666666666666666,0.5,0.6,0.4,0.5365853658536586,0.5,250,183115,SG,6-3,186,5,"May 7, 1992",75
Tyus Jones,1626145,23,44,33,143,12,10,11,20,16,19,86,11,0.34782608695652173,0.38636363636363635,0.3333333333333333,0.46853146853146854,0.5,0.2,0.2727272727272727,0.25,0.6875,0.5263157894736842,0.6046511627906976,0.45454545454545453,429,10116000,PG,6-0,196,4,"May 10, 1996",72
Vince Carter,1713,48,61,52,33,20,10,7,10,6,11,25,21,0.25,0.3114754098360656,0.3269230769230769,0.5151515151515151,0.4,0.3,0.2857142857142857,0.5,0.5,0.45454545454545453,0.44,0.23809523809523808,304,2564753,PF,6-6,220,21,"January 26, 1977",78
Will Barton,203115,87,79,80,137,24,22,15,13,9,15,241,15,0.367816091954023,0.31645569620253167,0.3625,0.3284671532846715,0.5416666666666666,0.45454545454545453,0.7333333333333333,0.3076923076923077,0.5555555555555556,0.5333333333333333,0.5892116182572614,0.4666666666666667,738,12776786,SF,6-6,181,7,"January 6, 1991",78
Yogi Ferrell,1627812,21,26,17,24,6,23,7,6,11,6,32,9,0.2857142857142857,0.23076923076923078,0.23529411764705882,0.4166666666666667,0.8333333333333334,0.5217391304347826,0.42857142857142855,0.16666666666666666,0.6363636363636364,1,0.5,0.3333333333333333,188,3150000,PG,6-0,178,3,"May 9, 1993",72
Zach LaVine,203897,114,159,125,79,53,50,27,32,17,25,484,32,0.3684210526315789,0.3522012578616352,0.36,0.17721518987341772,0.5094339622641509,0.36,0.25925925925925924,0.34375,0.47058823529411764,0.32,0.5971074380165289,0.4375,1199,19500000,SG,6-5,200,5,"March 10, 1995",77
